"Story","Title","Result","Date","Stability","Duration (s)"
"ingresar al sitio web registrase y","ingresar y realizar un pedido de concreto para CFLUIDO2000 PSITM sin bomba tipo de producto cabezote","PENDING","2020-08-10T18:47:51.709-05:00[America/Bogota]","0.0","0.44"
